==== START RUNTIMES ====
Threads Trial Time
1)      0.0114844 seconds
2)      0.00667865 seconds
3)      0.00604962 seconds
4)      0.00517045 seconds
5)      0.0056172 seconds
6)      0.00529002 seconds
7)      0.00533512 seconds
8)      0.00527088 seconds
9)      0.00605273 seconds
10)     0.00585567 seconds
11)     0.0057106 seconds
12)     0.00559766 seconds
===== END RUNTIMES =====
Exiting ./rr successfully.
